,id_cryptopunk,bids,for_sale,attribute
2327,1003,0,0,Frumpy Hair
2328,1003,0,0,Nerd Glasses
2329,1004,0,0,Black Lipstick
2330,1004,0,0,Messy Hair
2331,1005,0,1,Regular Shades
2332,1005,0,1,Purple Hair
2333,1006,0,0,Wild Hair
2334,1006,0,0,Regular Shades
2335,1007,0,0,Regular Shades
2336,1007,0,0,Vampire Hair
2337,1007,0,0,Earring
2338,1008,0,0,Earring
2339,1008,0,0,Cap Forward
2340,1008,0,0,Luxurious Beard
2341,1009,0,0,Luxurious Beard
2342,1009,0,0,Cap
2343,1010,0,0,Classic Shades
2344,1010,0,0,Pink With Hat
2345,1010,0,0,Earring
2346,1011,0,0,Earring
2347,1011,0,0,Stringy Hair
2348,1012,0,0,Mohawk Thin
2349,1012,0,0,Eye Patch
2350,1013,0,0,Clown Eyes Green
2351,1013,0,0,Fedora
2352,1014,0,0,Cap Forward
2353,1014,0,0,Luxurious Beard
2354,1015,0,0,Silver Chain
2355,1015,0,0,Messy Hair
2356,1016,0,0,Headband
2357,1016,0,0,Horned Rim Glasses
2358,1016,0,0,Buck Teeth
2359,1016,0,0,Normal Beard
2360,1017,0,0,Top Hat
2361,1017,0,0,Goat
2362,1017,0,0,Mole
2363,1018,0,0,Top Hat
2364,1018,0,0,Front Beard
2365,1019,0,0,Chinstrap
2366,1019,0,0,Headband
2367,1019,0,0,Regular Shades
2368,1020,0,0,Eye Patch
2369,1020,0,0,Stringy Hair
2370,1020,0,0,Gold Chain
2371,1020,0,0,Cigarette
2372,1021,1,0,Cap
2373,1021,1,0,Eye Patch
2374,1022,0,0,Mohawk Thin
2375,1022,0,0,Mole
2376,1023,0,0,Hot Lipstick
2377,1023,0,0,Headband
2378,1024,0,0,Clown Eyes Blue
2379,1024,0,0,Wild Hair
2380,1024,0,0,Hot Lipstick
2381,1024,0,0,Earring
2382,1025,0,0,Earring
2383,1025,0,0,Bandana
2384,1026,0,0,Peak Spike
2385,1026,0,0,Clown Eyes Blue
2386,1026,0,0,Mole
2387,1027,0,1,Hoodie
2388,1027,0,1,Handlebars
2389,1027,0,1,Eye Mask
2390,1028,0,0,Mohawk Thin
2391,1028,0,0,Big Shades
2392,1029,0,1,Horned Rim Glasses
2393,1029,0,1,Mustache
2394,1030,0,0,Fedora
2395,1030,0,0,Muttonchops
2396,1031,1,0,Small Shades
2397,1031,1,0,Cap Forward
2398,1032,0,0,Straight Hair Dark
2399,1032,0,0,Nerd Glasses
2400,1033,0,0,Hot Lipstick
2401,1033,0,0,Messy Hair
2402,1034,0,0,Hoodie
2403,1034,0,0,Normal Beard Black
2404,1034,0,0,Big Shades
2405,1034,0,0,Earring
2406,1035,0,0,Black Lipstick
2407,1035,0,0,Wild Hair
2408,1036,0,0,Mohawk Thin
2409,1036,0,0,Classic Shades
2410,1037,0,1,Orange Side
2411,1037,0,1,Blue Eye Shadow
2412,1038,1,0,Wild Blonde
2413,1038,1,0,Purple Lipstick
2414,1038,1,0,Regular Shades
2415,1039,0,0,Clown Eyes Blue
2416,1039,0,0,Messy Hair
2417,1039,0,0,Hot Lipstick
2418,1040,0,0,Earring
2419,1040,0,0,Mohawk Dark
2420,1041,0,0,Mohawk
2421,1041,0,0,Purple Eye Shadow
2422,1041,0,0,Vape
2423,1041,0,0,Hot Lipstick
2424,1042,0,0,Classic Shades
2425,1042,0,0,Half Shaved
2426,1043,0,0,Tassle Hat
2427,1043,0,0,Purple Lipstick
2428,1043,0,0,Regular Shades
2429,1044,0,0,VR
2430,1044,0,0,Normal Beard
2431,1045,0,0,Shaved Head
2432,1045,0,0,Earring
2433,1046,0,0,Hot Lipstick
2434,1046,0,0,Earring
2435,1046,0,0,Wild Blonde
2436,1047,0,0,Mohawk Dark
2437,1048,0,0,Stringy Hair
2438,1048,0,0,Front Beard Dark
2439,1049,0,0,Smile
2440,1049,0,0,Crazy Hair
2441,1051,0,0,Tassle Hat
2442,1051,0,0,Mole
2443,1051,0,0,Hot Lipstick
2444,1052,0,0,Purple Lipstick
2445,1052,0,0,Earring
2446,1052,0,0,Bandana
2447,1053,0,0,Nerd Glasses
2448,1053,0,0,Big Beard
2449,1053,0,0,Cap Forward
2450,1054,0,0,Goat
2451,1054,0,0,Stringy Hair
2452,1054,0,0,Earring
2453,1055,1,0,Horned Rim Glasses
2454,1055,1,0,Hot Lipstick
2455,1055,1,0,Wild Blonde
2456,1056,0,0,Handlebars
2457,1056,0,0,Peak Spike
2458,1057,0,0,Messy Hair
2459,1057,0,0,Front Beard Dark
2460,1058,0,0,Normal Beard Black
2461,1058,0,0,Headband
2462,1059,0,0,Frumpy Hair
2463,1059,0,0,Big Shades
2464,1059,0,0,Earring
2465,1060,0,0,Cowboy Hat
2466,1060,0,0,Eye Mask
2467,1061,0,0,Messy Hair
2468,1061,0,0,Classic Shades
2469,1062,0,0,Crazy Hair
2470,1062,0,0,Shadow Beard
2471,1062,0,0,Cigarette
2472,1063,0,0,Peak Spike
2473,1063,0,0,Shadow Beard
2474,1064,0,0,Wild Hair
2475,1064,0,0,Front Beard
2476,1065,0,0,Crazy Hair
2477,1065,0,0,Earring
2478,1066,0,0,Small Shades
2479,1066,0,0,Frumpy Hair
2480,1067,0,0,Mohawk
2481,1067,0,0,Front Beard
2482,1067,0,0,Horned Rim Glasses
2483,1068,0,0,Mohawk
2484,1068,0,0,Big Beard
2485,1069,0,0,Cap
2486,1070,0,0,Earring
2487,1070,0,0,Pink With Hat
2488,1071,0,0,Stringy Hair
2489,1071,0,0,Purple Lipstick
2490,1072,0,0,Chinstrap
2491,1072,0,0,Eye Mask
2492,1072,0,0,Stringy Hair
2493,1073,0,0,Clown Eyes Blue
2494,1073,0,0,Mohawk Dark
2495,1073,0,0,Purple Lipstick
2496,1074,0,0,Cowboy Hat
2497,1074,0,0,Normal Beard Black
2498,1075,0,0,Chinstrap
2499,1075,0,0,Cap
2500,1075,0,0,Big Shades
2501,1075,0,0,Earring
2502,1076,0,0,Half Shaved
2503,1076,0,0,Clown Eyes Blue
2504,1077,0,0,Mohawk Dark
2505,1077,0,0,Mustache
2506,1078,0,0,Hoodie
2507,1078,0,0,Eye Mask
2508,1079,0,0,Purple Hair
2509,1080,0,0,Hoodie
2510,1080,0,0,Classic Shades
2511,1081,0,0,Frumpy Hair
2512,1081,0,0,Cigarette
2513,1081,0,0,Blue Eye Shadow
2514,1082,0,0,Wild Blonde
2515,1083,0,0,Straight Hair Blonde
2516,1083,0,0,VR
2517,1083,0,0,Earring
2518,1084,0,0,Nerd Glasses
2519,1084,0,0,Shaved Head
2520,1085,0,0,Big Shades
2521,1085,0,0,Cigarette
2522,1085,0,0,Mohawk Dark
2523,1086,0,0,Blonde Short
2524,1087,0,0,Frumpy Hair
2525,1087,0,0,Mole
2526,1088,0,1,Clown Nose
2527,1088,0,1,Shaved Head
2528,1088,0,1,Classic Shades
2529,1089,0,1,Knitted Cap
2530,1089,0,1,Chinstrap
2531,1090,0,1,Purple Lipstick
2532,1090,0,1,Mohawk Thin
2533,1091,0,0,Clown Eyes Blue
2534,1091,0,0,Vampire Hair
2535,1092,0,0,Spots
2536,1092,0,0,Blonde Short
2537,1092,0,0,Cigarette
2538,1093,0,1,Peak Spike
2539,1093,0,1,Small Shades
2540,1093,0,1,Buck Teeth
2541,1093,0,1,Mustache
2542,1094,0,0,Hoodie
2543,1094,0,0,Chinstrap
2544,1094,0,0,Classic Shades
2545,1095,0,0,Frumpy Hair
2546,1095,0,0,Earring
2547,1095,0,0,Luxurious Beard
2548,1096,0,0,Mohawk Dark
2549,1096,0,0,Black Lipstick
2550,1097,0,0,Nerd Glasses
2551,1097,0,0,Mole
2552,1097,0,0,Frumpy Hair
2553,1098,0,0,Bandana
2554,1098,0,0,Earring
2555,1099,0,0,Top Hat
2556,1100,0,0,Vampire Hair
2557,1100,0,0,Frown
2558,1100,0,0,Nerd Glasses
2559,1101,0,0,Nerd Glasses
2560,1101,0,0,Handlebars
2561,1101,0,0,Messy Hair
2562,1102,0,0,Clown Eyes Blue
2563,1102,0,0,Black Lipstick
2564,1102,0,0,Straight Hair
2565,1102,0,0,Clown Nose
2566,1103,0,0,Peak Spike
2567,1103,0,0,Nerd Glasses
2568,1104,0,0,Earring
2569,1104,0,0,Eye Mask
2570,1104,0,0,Messy Hair
2571,1105,0,0,Wild Hair
2572,1105,0,0,Gold Chain
2573,1105,0,0,Luxurious Beard
2574,1106,0,0,Luxurious Beard
2575,1106,0,0,Cigarette
2576,1106,0,0,Peak Spike
2577,1107,0,0,Mohawk Dark
2578,1107,0,0,Hot Lipstick
2579,1108,0,0,Hoodie
2580,1108,0,0,Luxurious Beard
2581,1109,0,0,Small Shades
2582,1109,0,0,Mohawk Thin
2583,1110,0,0,Wild Hair
2584,1110,0,0,Purple Lipstick
2585,1110,0,0,Earring
2586,1110,0,0,Purple Eye Shadow
2587,1111,0,0,Silver Chain
2588,1111,0,0,Peak Spike
2589,1111,0,0,Shadow Beard
2590,1112,0,0,Bandana
2591,1112,0,0,Regular Shades
2592,1113,0,0,Knitted Cap
2593,1113,0,0,Eye Patch
2594,1113,0,0,Front Beard Dark
2595,1113,0,0,Cigarette
2596,1114,0,0,Purple Hair
2597,1114,0,0,Chinstrap
2598,1115,0,1,Wild White Hair
2599,1115,0,1,Hot Lipstick
2600,1116,0,1,Shadow Beard
2601,1116,0,1,Cowboy Hat
2602,1117,0,0,Horned Rim Glasses
2603,1117,0,0,Mohawk Thin
2604,1117,0,0,Shadow Beard
2605,1118,0,0,Smile
2606,1118,0,0,Cap Forward
2607,1119,0,0,Do-rag
2608,1119,0,0,Eye Patch
2609,1119,0,0,Shadow Beard
2610,1120,0,0,Wild Hair
2611,1120,0,0,Hot Lipstick
2612,1121,0,0,Big Shades
2613,1121,0,0,Mohawk Thin
2614,1122,0,0,Small Shades
2615,1122,0,0,Mohawk Dark
2616,1123,0,1,Straight Hair Blonde
2617,1123,0,1,Medical Mask
2618,1123,0,1,3D Glasses
2619,1124,0,0,Handlebars
2620,1124,0,0,Mohawk Dark
2621,1124,0,0,Nerd Glasses
2622,1124,0,0,Earring
2623,1125,0,0,Big Shades
2624,1125,0,0,Bandana
2625,1126,0,0,VR
2626,1126,0,0,Messy Hair
2627,1126,0,0,Chinstrap
2628,1127,0,0,Big Beard
2629,1127,0,0,Purple Hair
2630,1128,0,0,Frumpy Hair
2631,1128,0,0,Shadow Beard
2632,1129,0,0,Purple Hair
2633,1129,0,0,Vape
2634,1129,0,0,Front Beard
2635,1130,0,0,Dark Hair
2636,1130,0,0,Nerd Glasses
2637,1131,0,0,Cigarette
2638,1131,0,0,Cap Forward
2639,1132,1,0,Wild Hair
2640,1132,1,0,Big Shades
2641,1133,0,0,Frown
2642,1133,0,0,Mohawk Thin
2643,1134,0,0,Wild Hair
2644,1134,0,0,Nerd Glasses
2645,1134,0,0,Goat
2646,1135,0,0,Gold Chain
2647,1135,0,0,Shaved Head
2648,1135,0,0,Earring
2649,1136,0,0,Earring
2650,1136,0,0,Muttonchops
2651,1136,0,0,Small Shades
2652,1136,0,0,Wild Hair
2653,1137,0,0,Mohawk Dark
2654,1137,0,0,Shadow Beard
2655,1137,0,0,Earring
2656,1138,0,1,Nerd Glasses
2657,1138,0,1,Cigarette
2658,1138,0,1,Messy Hair
2659,1139,0,1,Eye Patch
2660,1139,0,1,Mole
2661,1139,0,1,Hot Lipstick
2662,1139,0,1,Dark Hair
2663,1140,0,0,Wild White Hair
2664,1140,0,0,Purple Lipstick
2665,1140,0,0,Earring
2666,1141,0,0,Earring
2667,1141,0,0,Mohawk
2668,1142,0,0,Black Lipstick
2669,1142,0,0,Tassle Hat
2670,1143,0,0,Front Beard Dark
2671,1143,0,0,Bandana
2672,1144,0,0,Muttonchops
2673,1144,0,0,Peak Spike
2674,1145,1,0,Cap
2675,1145,1,0,Earring
2676,1146,0,0,Mohawk
2677,1146,0,0,Eye Patch
2678,1147,0,0,3D Glasses
2679,1147,0,0,Shaved Head
2680,1148,0,0,Wild Blonde
2681,1148,0,0,Eye Patch
2682,1148,0,0,Earring
2683,1149,0,0,Hot Lipstick
2684,1149,0,0,Mohawk Dark
2685,1150,1,0,Straight Hair
2686,1150,1,0,Black Lipstick
2687,1151,0,0,Knitted Cap
2688,1152,0,0,Eye Patch
2689,1152,0,0,Purple Hair
2690,1153,0,0,Mustache
2691,1153,0,0,Earring
2692,1153,0,0,Messy Hair
2693,1154,0,0,Purple Hair
2694,1154,0,0,Frown
2695,1155,0,0,Front Beard
2696,1155,0,0,Frumpy Hair
2697,1155,0,0,Nerd Glasses
2698,1156,0,0,Purple Lipstick
2699,1156,0,0,Wild White Hair
2700,1157,0,0,Black Lipstick
2701,1158,0,0,Mole
2702,1158,0,0,Crazy Hair
2703,1159,0,0,Wild Blonde
2704,1159,0,0,Black Lipstick
2705,1160,0,1,Earring
2706,1160,0,1,Small Shades
2707,1160,0,1,Knitted Cap
2708,1161,0,0,Messy Hair
2709,1161,0,0,Nerd Glasses
2710,1162,0,0,Hot Lipstick
2711,1162,0,0,Welding Goggles
2712,1162,0,0,Spots
2713,1162,0,0,Straight Hair Blonde
2714,1163,0,1,Pink With Hat
2715,1163,0,1,Blue Eye Shadow
2716,1163,0,1,Mole
2717,1164,0,0,Regular Shades
2718,1164,0,0,Cap Forward
2719,1165,0,0,Vape
2720,1165,0,0,Hot Lipstick
2721,1165,0,0,Cap
2722,1166,0,0,Fedora
2723,1166,0,0,Goat
2724,1167,0,0,Police Cap
2725,1167,0,0,Horned Rim Glasses
2726,1168,0,0,Vampire Hair
2727,1168,0,0,Handlebars
2728,1169,0,0,Wild Hair
2729,1169,0,0,Purple Lipstick
2730,1170,1,0,Front Beard
2731,1170,1,0,Shaved Head
2732,1171,0,0,Frown
2733,1171,0,0,Shaved Head
2734,1172,0,0,Cap Forward
2735,1172,0,0,Nerd Glasses
2736,1172,0,0,Cigarette
2737,1172,0,0,Shadow Beard
2738,1173,0,0,Clown Eyes Blue
2739,1173,0,0,Mohawk
2740,1174,0,0,Pipe
2741,1174,0,0,Wild Hair
2742,1175,0,0,Eye Patch
2743,1175,0,0,Shaved Head
2744,1176,0,0,Vape
2745,1176,0,0,Mohawk Dark
2746,1177,0,0,Hoodie
2747,1177,0,0,Normal Beard
2748,1178,0,0,Pipe
2749,1178,0,0,Headband
2750,1179,0,0,Mohawk Dark
2751,1179,0,0,Classic Shades
2752,1180,0,0,Muttonchops
2753,1180,0,0,Mohawk
2754,1181,0,0,Muttonchops
2755,1181,0,0,Bandana
2756,1181,0,0,Cigarette
2757,1182,0,1,Nerd Glasses
2758,1182,0,1,Hoodie
2759,1182,0,1,Goat
2760,1183,0,1,Gold Chain
2761,1183,0,1,Big Shades
2762,1183,0,1,Earring
2763,1183,0,1,Muttonchops
2764,1183,0,1,Cap
2765,1184,0,0,Crazy Hair
2766,1184,0,0,Mole
2767,1185,0,0,Handlebars
2768,1185,0,0,Vape
2769,1185,0,0,VR
2770,1185,0,0,Mohawk
2771,1186,0,0,Bandana
2772,1186,0,0,Black Lipstick
2773,1186,0,0,Earring
2774,1186,0,0,Purple Eye Shadow
2775,1187,0,0,Straight Hair
2776,1187,0,0,Cigarette
2777,1188,0,0,Wild Hair
2778,1188,0,0,3D Glasses
2779,1188,0,0,Normal Beard
2780,1189,1,1,Spots
2781,1189,1,1,Mohawk Thin
2782,1190,0,1,Bandana
2783,1190,0,1,Cigarette
2784,1190,0,1,Earring
2785,1190,0,1,Handlebars
2786,1191,0,0,Front Beard
2787,1191,0,0,Messy Hair
2788,1192,0,0,Purple Hair
2789,1192,0,0,Goat
2790,1192,0,0,Earring
2791,1193,0,0,Crazy Hair
2792,1193,0,0,Spots
2793,1193,0,0,Smile
2794,1193,0,0,Mustache
2795,1194,0,0,Goat
2796,1194,0,0,Mohawk
2797,1195,0,0,Headband
2798,1195,0,0,Eye Patch
2799,1196,0,0,Clown Eyes Green
2800,1196,0,0,Mohawk Dark
2801,1196,0,0,Earring
2802,1197,0,0,Blonde Short
2803,1198,0,0,Clown Hair Green
2804,1198,0,0,Gold Chain
2805,1198,0,0,Horned Rim Glasses
2806,1198,0,0,Hot Lipstick
2807,1199,0,0,Earring
2808,1199,0,0,Tassle Hat
2809,1199,0,0,Green Eye Shadow
2810,1200,0,0,Black Lipstick
2811,1201,0,0,Knitted Cap
2812,1201,0,0,Normal Beard Black
2813,1202,0,0,Big Beard
2814,1202,0,0,Mohawk Dark
2815,1203,0,1,Wild Hair
2816,1203,0,1,Nerd Glasses
2817,1203,0,1,Big Beard
2818,1204,1,0,Pigtails
2819,1204,1,0,Hot Lipstick
2820,1205,0,0,Earring
2821,1205,0,0,Crazy Hair
2822,1206,0,0,Purple Lipstick
2823,1206,0,0,Half Shaved
2824,1207,0,0,Fedora
2825,1207,0,0,Front Beard
2826,1208,0,0,Bandana
2827,1209,0,1,VR
2828,1209,0,1,Mohawk Dark
2829,1210,0,0,Wild Blonde
2830,1210,0,0,Purple Eye Shadow
2831,1210,0,0,Purple Lipstick
2832,1210,0,0,Cigarette
2833,1211,1,0,Smile
2834,1211,1,0,Cap Forward
2835,1212,0,0,Green Eye Shadow
2836,1212,0,0,Wild Hair
2837,1213,1,0,Mohawk
2838,1213,1,0,Luxurious Beard
2839,1214,0,0,Half Shaved
2840,1214,0,0,Eye Patch
2841,1214,0,0,Purple Lipstick
2842,1215,0,0,Earring
2843,1215,0,0,Headband
2844,1216,1,0,Purple Hair
2845,1217,0,0,Bandana
2846,1217,0,0,Purple Lipstick
2847,1218,0,0,Stringy Hair
2848,1219,0,0,Eye Patch
2849,1219,0,0,Hoodie
2850,1220,1,0,Pink With Hat
2851,1220,1,0,Purple Lipstick
2852,1221,0,1,Cowboy Hat
2853,1222,0,1,Big Beard
2854,1222,0,1,Crazy Hair
2855,1222,0,1,Horned Rim Glasses
2856,1222,0,1,Earring
2857,1223,0,0,Handlebars
2858,1223,0,0,Cap
2859,1224,0,0,Headband
2860,1224,0,0,Cigarette
2861,1224,0,0,Purple Eye Shadow
2862,1225,0,1,Straight Hair Blonde
2863,1225,0,1,Black Lipstick
2864,1225,0,1,Earring
2865,1226,0,0,Earring
2866,1226,0,0,Messy Hair
2867,1226,0,0,Shadow Beard
2868,1226,0,0,Medical Mask
2869,1227,0,0,Wild Blonde
2870,1227,0,0,Purple Lipstick
2871,1227,0,0,Earring
2872,1228,0,0,Fedora
2873,1228,0,0,Handlebars
2874,1228,0,0,Classic Shades
2875,1229,0,0,Clown Hair Green
2876,1229,0,0,Goat
2877,1230,0,0,VR
2878,1230,0,0,Frumpy Hair
2879,1231,0,0,Bandana
2880,1231,0,0,Cigarette
2881,1231,0,0,Front Beard
2882,1231,0,0,Eye Mask
2883,1232,0,0,Pigtails
2884,1233,0,0,Vape
2885,1233,0,0,Knitted Cap
2886,1233,0,0,Hot Lipstick
2887,1234,1,0,Blue Eye Shadow
2888,1234,1,0,Stringy Hair
2889,1235,0,0,Knitted Cap
2890,1235,0,0,Horned Rim Glasses
2891,1235,0,0,Cigarette
2892,1235,0,0,Goat
2893,1236,1,0,Muttonchops
2894,1236,1,0,Mohawk
2895,1237,0,0,Pigtails
2896,1238,0,0,Do-rag
2897,1238,0,0,Regular Shades
2898,1239,0,0,Cap Forward
2899,1239,0,0,Big Shades
2900,1240,0,0,Messy Hair
2901,1240,0,0,3D Glasses
2902,1241,0,0,Goat
2903,1241,0,0,Shaved Head
2904,1242,0,0,Cap
2905,1242,0,0,Shadow Beard
2906,1243,0,0,Wild Blonde
2907,1243,0,0,Purple Eye Shadow
2908,1244,0,0,Purple Hair
2909,1244,0,0,Mole
2910,1245,0,0,Hot Lipstick
2911,1245,0,0,Earring
2912,1245,0,0,Blonde Short
2913,1245,0,0,Clown Eyes Green
2914,1246,0,0,Nerd Glasses
2915,1246,0,0,Hot Lipstick
2916,1246,0,0,Earring
2917,1246,0,0,Dark Hair
2918,1247,0,0,Clown Eyes Green
2919,1247,0,0,Crazy Hair
2920,1247,0,0,Purple Lipstick
2921,1248,0,0,Earring
2922,1248,0,0,Mohawk Thin
2923,1249,0,0,Mohawk Thin
2924,1249,0,0,Black Lipstick
2925,1249,0,0,Cigarette
2926,1249,0,0,Earring
2927,1250,0,0,Mole
2928,1250,0,0,Hoodie
2929,1250,0,0,Pipe
2930,1250,0,0,Small Shades
2931,1251,0,0,Nerd Glasses
2932,1251,0,0,Black Lipstick
2933,1251,0,0,Blonde Bob
2934,1252,1,0,Luxurious Beard
2935,1252,1,0,Bandana
2936,1252,1,0,Earring
2937,1253,0,0,Purple Lipstick
2938,1253,0,0,Earring
2939,1253,0,0,Blonde Bob
2940,1254,0,0,Earring
2941,1254,0,0,Clown Eyes Green
2942,1254,0,0,Mohawk Thin
2943,1255,0,0,Knitted Cap
2944,1255,0,0,Hot Lipstick
2945,1256,0,0,Earring
2946,1256,0,0,Do-rag
2947,1256,0,0,Regular Shades
2948,1257,1,0,Classic Shades
2949,1257,1,0,Earring
2950,1257,1,0,Do-rag
2951,1258,0,0,Cap
2952,1258,0,0,Big Shades
2953,1258,0,0,Earring
2954,1259,1,0,Earring
2955,1259,1,0,Front Beard Dark
2956,1259,1,0,Shaved Head
2957,1259,1,0,Small Shades
2958,1260,0,0,Crazy Hair
2959,1260,0,0,Big Shades
2960,1260,0,0,Earring
2961,1260,0,0,Rosy Cheeks
2962,1261,0,0,Blonde Bob
2963,1261,0,0,Clown Eyes Green
2964,1262,0,0,Purple Hair
2965,1262,0,0,Normal Beard
2966,1262,0,0,Earring
2967,1263,0,0,Wild Hair
2968,1263,0,0,Normal Beard
2969,1264,0,0,Straight Hair
2970,1264,0,0,Classic Shades
2971,1265,0,0,Purple Lipstick
2972,1265,0,0,Earring
2973,1265,0,0,Dark Hair
2974,1265,0,0,Eye Mask
2975,1266,0,0,Smile
2976,1266,0,0,Cap
2977,1267,0,0,Crazy Hair
2978,1267,0,0,Purple Eye Shadow
2979,1268,0,0,Clown Hair Green
2980,1268,0,0,Earring
2981,1269,0,0,Eye Patch
2982,1269,0,0,Cap Forward
2983,1269,0,0,Chinstrap
2984,1270,0,0,Crazy Hair
2985,1270,0,0,Shadow Beard
2986,1270,0,0,Regular Shades
2987,1271,0,0,Pipe
2988,1271,0,0,Big Shades
2989,1271,0,0,Earring
2990,1271,0,0,Spots
2991,1271,0,0,Purple Hair
2992,1272,0,0,Tassle Hat
2993,1272,0,0,VR
2994,1273,0,0,Dark Hair
2995,1273,0,0,Cigarette
2996,1274,0,0,Shadow Beard
2997,1274,0,0,Regular Shades
2998,1274,0,0,Top Hat
2999,1275,0,0,Chinstrap
3000,1275,0,0,Knitted Cap
3001,1276,0,0,Messy Hair
3002,1276,0,0,Black Lipstick
3003,1276,0,0,Purple Eye Shadow
3004,1277,0,0,Mohawk Thin
3005,1277,0,0,Hot Lipstick
3006,1277,0,0,Earring
3007,1278,0,0,Normal Beard Black
3008,1278,0,0,Mohawk Dark
3009,1279,0,0,Earring
3010,1279,0,0,Police Cap
3011,1280,0,0,Clown Nose
3012,1280,0,0,Small Shades
3013,1280,0,0,Messy Hair
3014,1281,0,0,Messy Hair
3015,1281,0,0,Cigarette
3016,1282,0,0,Big Shades
3017,1282,0,0,Peak Spike
3018,1283,1,0,Peak Spike
3019,1283,1,0,Handlebars
3020,1283,1,0,Eye Mask
3021,1283,1,0,Earring
3022,1284,0,0,Big Shades
3023,1284,0,0,Crazy Hair
3024,1284,0,0,Mustache
3025,1285,0,0,Top Hat
3026,1285,0,0,Mustache
3027,1285,0,0,Earring
3028,1285,0,0,Regular Shades
3029,1286,0,0,Stringy Hair
3030,1286,0,0,Cigarette
3031,1287,0,1,Silver Chain
3032,1287,0,1,Cap
3033,1288,0,0,Pipe
3034,1288,0,0,Cap Forward
3035,1289,0,0,Dark Hair
3036,1289,0,0,Purple Lipstick
3037,1289,0,0,Eye Patch
3038,1290,0,0,Front Beard
3039,1290,0,0,Shaved Head
3040,1291,0,0,Frumpy Hair
3041,1291,0,0,Nerd Glasses
3042,1291,0,0,Purple Lipstick
3043,1292,0,0,Muttonchops
3044,1292,0,0,Stringy Hair
3045,1292,0,0,Classic Shades
3046,1293,1,0,Pipe
3047,1293,1,0,Straight Hair Blonde
3048,1293,1,0,Green Eye Shadow
3049,1294,0,0,Fedora
3050,1294,0,0,Front Beard Dark
3051,1294,0,0,Mole
3052,1295,0,0,Black Lipstick
3053,1295,0,0,Earring
3054,1295,0,0,Clown Eyes Blue
3055,1295,0,0,Stringy Hair
3056,1296,0,0,Clown Eyes Blue
3057,1296,0,0,Wild Hair
3058,1296,0,0,Earring
3059,1297,0,0,Earring
3060,1297,0,0,Small Shades
3061,1297,0,0,Mohawk Dark
3062,1298,0,0,Cap Forward
3063,1298,0,0,Front Beard Dark
3064,1299,0,0,Purple Eye Shadow
3065,1299,0,0,Hot Lipstick
3066,1299,0,0,Frumpy Hair
3067,1300,0,0,Muttonchops
3068,1300,0,0,Eye Patch
3069,1300,0,0,Stringy Hair
3070,1301,0,0,Crazy Hair
3071,1301,0,0,Earring
3072,1302,0,0,Headband
3073,1302,0,0,Classic Shades
3074,1303,0,0,Cowboy Hat
3075,1303,0,0,Frown
3076,1303,0,0,Handlebars
3077,1304,0,0,Goat
3078,1304,0,0,Knitted Cap
3079,1304,0,0,Earring
3080,1305,0,0,Fedora
3081,1305,0,0,Shadow Beard
3082,1306,0,0,Stringy Hair
3083,1306,0,0,Earring
3084,1307,0,0,Nerd Glasses
3085,1307,0,0,Stringy Hair
3086,1308,0,1,Purple Hair
3087,1308,0,1,Normal Beard Black
3088,1309,0,0,Chinstrap
3089,1309,0,0,Horned Rim Glasses
3090,1309,0,0,Knitted Cap
3091,1310,0,0,Stringy Hair
3092,1310,0,0,Classic Shades
3093,1310,0,0,Vape
3094,1311,0,0,Spots
3095,1311,0,0,Messy Hair
3096,1311,0,0,Hot Lipstick
3097,1312,0,1,Mole
3098,1312,0,1,Do-rag
3099,1312,0,1,Small Shades
3100,1313,0,0,Wild Hair
3101,1313,0,0,Cigarette
3102,1314,0,1,Earring
3103,1314,0,1,Bandana
3104,1314,0,1,Eye Mask
3105,1315,0,0,Stringy Hair
3106,1316,0,0,Frumpy Hair
3107,1316,0,0,Front Beard Dark
3108,1317,1,0,Police Cap
3109,1317,1,0,Normal Beard Black
3110,1317,1,0,Eye Patch
3111,1318,0,0,Straight Hair
3112,1318,0,0,Clown Nose
3113,1318,0,0,Blue Eye Shadow
3114,1319,0,0,Luxurious Beard
3115,1319,0,0,Peak Spike
3116,1320,0,0,Earring
3117,1320,0,0,Purple Hair
3118,1320,0,0,Mustache
3119,1320,0,0,Eye Mask
3120,1321,0,0,Shaved Head
3121,1321,0,0,Classic Shades
3122,1322,0,0,Shaved Head
3123,1322,0,0,Mole
3124,1322,0,0,Earring
3125,1323,0,0,Mole
3126,1323,0,0,Wild Hair
3127,1324,0,0,Frumpy Hair
3128,1324,0,0,Regular Shades
3129,1324,0,0,Earring
3130,1325,0,0,Big Shades
3131,1325,0,0,Frumpy Hair
3132,1326,0,0,3D Glasses
3133,1326,0,0,Shaved Head
3134,1327,0,0,Fedora
3135,1327,0,0,Chinstrap
3136,1328,0,0,Half Shaved
3137,1328,0,0,Big Shades
3138,1329,0,0,Mole
3139,1329,0,0,Blonde Short
3140,1329,0,0,Regular Shades
3141,1330,0,0,Police Cap
3142,1331,0,0,Normal Beard
3143,1331,0,0,Peak Spike
3144,1332,0,0,Crazy Hair
3145,1332,0,0,Earring
3146,1333,0,0,Eye Patch
3147,1333,0,0,Wild White Hair
3148,1333,0,0,Silver Chain
3149,1334,0,0,Mohawk Thin
3150,1334,0,0,Eye Patch
3151,1335,0,0,Cap
3152,1335,0,0,Shadow Beard
